home_team,away_team,home_goals,away_goals,result,season,season_start
Aston Villa,Chelsea,2.0,0.0,H,2007-2008,2007
Everton,Manchester United,0.0,1.0,A,2007-2008,2007
Portsmouth,Liverpool,0.0,0.0,D,2007-2008,2007
Tottenham Hotspur,Arsenal,1.0,3.0,A,2007-2008,2007
Birmingham City,Bolton Wanderers,1.0,0.0,H,2007-2008,2007
Sunderland,Reading,2.0,1.0,H,2007-2008,2007
West Ham United,Middlesbrough,3.0,0.0,H,2007-2008,2007
Wigan Athletic,Fulham,1.0,1.0,D,2007-2008,2007
Chelsea,Blackburn Rovers,0.0,0.0,D,2007-2008,2007
Manchester City,Aston Villa,1.0,0.0,H,2007-2008,2007
Derby County,Newcastle United,1.0,0.0,H,2007-2008,2007
Arsenal,Derby County,5.0,0.0,H,2007-2008,2007
Liverpool,Birmingham City,0.0,0.0,D,2007-2008,2007
Middlesbrough,Sunderland,2.0,2.0,D,2007-2008,2007
Reading,Wigan Athletic,2.0,1.0,H,2007-2008,2007
Fulham,Manchester City,3.0,3.0,D,2007-2008,2007
Newcastle United,West Ham United,3.0,1.0,H,2007-2008,2007
Aston Villa,Everton,2.0,0.0,H,2007-2008,2007
Blackburn Rovers,Portsmouth,0.0,1.0,A,2007-2008,2007
Bolton Wanderers,Tottenham Hotspur,1.0,1.0,D,2007-2008,2007
Manchester United,Chelsea,2.0,0.0,H,2007-2008,2007
Manchester City,Newcastle United,3.0,1.0,H,2007-2008,2007
Chelsea,Fulham,0.0,0.0,D,2007-2008,2007
Derby County,Bolton Wanderers,1.0,1.0,D,2007-2008,2007
Portsmouth,Reading,7.0,4.0,H,2007-2008,2007
Sunderland,Blackburn Rovers,1.0,2.0,A,2007-2008,2007
West Ham United,Arsenal,0.0,1.0,A,2007-2008,2007
Wigan Athletic,Liverpool,0.0,1.0,A,2007-2008,2007
Birmingham City,Manchester United,0.0,1.0,A,2007-2008,2007
Everton,Middlesbrough,2.0,0.0,H,2007-2008,2007
Tottenham Hotspur,Aston Villa,4.0,4.0,D,2007-2008,2007
Manchester United,Wigan Athletic,4.0,0.0,H,2007-2008,2007
Aston Villa,West Ham United,1.0,0.0,H,2007-2008,2007
Arsenal,Sunderland,3.0,2.0,H,2007-2008,2007
Reading,Derby County,1.0,0.0,H,2007-2008,2007
Blackburn Rovers,Birmingham City,2.0,1.0,H,2007-2008,2007
Bolton Wanderers,Chelsea,0.0,1.0,A,2007-2008,2007
Liverpool,Tottenham Hotspur,2.0,2.0,D,2007-2008,2007
Manchester City,Middlesbrough,3.0,1.0,H,2007-2008,2007
Newcastle United,Everton,3.0,2.0,H,2007-2008,2007
Fulham,Portsmouth,0.0,2.0,A,2007-2008,2007
Everton,Liverpool,1.0,2.0,A,2007-2008,2007
Arsenal,Bolton Wanderers,2.0,0.0,H,2007-2008,2007
Blackburn Rovers,Reading,4.0,2.0,H,2007-2008,2007
Fulham,Derby County,0.0,0.0,D,2007-2008,2007
Manchester City,Birmingham City,1.0,0.0,H,2007-2008,2007
Middlesbrough,Chelsea,0.0,2.0,A,2007-2008,2007
Wigan Athletic,Portsmouth,0.0,2.0,A,2007-2008,2007
Aston Villa,Manchester United,1.0,4.0,A,2007-2008,2007
West Ham United,Sunderland,3.0,1.0,H,2007-2008,2007
Newcastle United,Tottenham Hotspur,3.0,1.0,H,2007-2008,2007
Birmingham City,Wigan Athletic,3.0,2.0,H,2007-2008,2007
Chelsea,Manchester City,6.0,0.0,H,2007-2008,2007
Manchester United,Middlesbrough,4.0,1.0,H,2007-2008,2007
Reading,Newcastle United,2.0,1.0,H,2007-2008,2007
Sunderland,Fulham,1.0,1.0,D,2007-2008,2007
Portsmouth,West Ham United,0.0,0.0,D,2007-2008,2007
Bolton Wanderers,Aston Villa,1.0,1.0,D,2007-2008,2007
Derby County,Everton,0.0,2.0,A,2007-2008,2007
Tottenham Hotspur,Blackburn Rovers,1.0,2.0,A,2007-2008,2007
Liverpool,Arsenal,1.0,1.0,D,2007-2008,2007
Arsenal,Manchester United,2.0,2.0,D,2007-2008,2007
Aston Villa,Derby County,2.0,0.0,H,2007-2008,2007
Everton,Birmingham City,3.0,1.0,H,2007-2008,2007
Fulham,Reading,3.0,1.0,H,2007-2008,2007
Middlesbrough,Tottenham Hotspur,1.0,1.0,D,2007-2008,2007
Newcastle United,Portsmouth,1.0,4.0,A,2007-2008,2007
Wigan Athletic,Chelsea,0.0,2.0,A,2007-2008,2007
Blackburn Rovers,Liverpool,0.0,0.0,D,2007-2008,2007
West Ham United,Bolton Wanderers,1.0,1.0,D,2007-2008,2007
Manchester City,Sunderland,1.0,0.0,H,2007-2008,2007
Sunderland,Newcastle United,1.0,1.0,D,2007-2008,2007
Derby County,West Ham United,0.0,5.0,A,2007-2008,2007
Liverpool,Fulham,2.0,0.0,H,2007-2008,2007
Birmingham City,Aston Villa,1.0,2.0,A,2007-2008,2007
Chelsea,Everton,1.0,1.0,D,2007-2008,2007
Bolton Wanderers,Middlesbrough,0.0,0.0,D,2007-2008,2007
Manchester United,Blackburn Rovers,2.0,0.0,H,2007-2008,2007
Tottenham Hotspur,Wigan Athletic,4.0,0.0,H,2007-2008,2007
Portsmouth,Manchester City,0.0,0.0,D,2007-2008,2007
Reading,Arsenal,1.0,3.0,A,2007-2008,2007
Newcastle United,Liverpool,0.0,3.0,A,2007-2008,2007
Arsenal,Wigan Athletic,2.0,0.0,H,2007-2008,2007
Birmingham City,Portsmouth,0.0,2.0,A,2007-2008,2007
Bolton Wanderers,Manchester United,1.0,0.0,H,2007-2008,2007
Everton,Sunderland,7.0,1.0,H,2007-2008,2007
Manchester City,Reading,2.0,1.0,H,2007-2008,2007
Middlesbrough,Aston Villa,0.0,3.0,A,2007-2008,2007
Derby County,Chelsea,0.0,2.0,A,2007-2008,2007
West Ham United,Tottenham Hotspur,1.0,1.0,D,2007-2008,2007
Fulham,Blackburn Rovers,2.0,2.0,D,2007-2008,2007
Blackburn Rovers,Aston Villa,0.0,4.0,A,2007-2008,2007
Chelsea,West Ham United,1.0,0.0,H,2007-2008,2007
Blackburn Rovers,Newcastle United,3.0,1.0,H,2007-2008,2007
Portsmouth,Everton,0.0,0.0,D,2007-2008,2007
Reading,Middlesbrough,1.0,1.0,D,2007-2008,2007
Sunderland,Derby County,1.0,0.0,H,2007-2008,2007
Wigan Athletic,Manchester City,1.0,1.0,D,2007-2008,2007
Aston Villa,Arsenal,1.0,2.0,A,2007-2008,2007
Liverpool,Bolton Wanderers,4.0,0.0,H,2007-2008,2007
Tottenham Hotspur,Birmingham City,2.0,3.0,A,2007-2008,2007
Manchester United,Fulham,2.0,0.0,H,2007-2008,2007
Newcastle United,Arsenal,1.0,1.0,D,2007-2008,2007
Aston Villa,Portsmouth,1.0,3.0,A,2007-2008,2007
Chelsea,Sunderland,2.0,0.0,H,2007-2008,2007
Everton,Fulham,3.0,0.0,H,2007-2008,2007
Manchester United,Derby County,4.0,1.0,H,2007-2008,2007
Newcastle United,Birmingham City,2.0,1.0,H,2007-2008,2007
Reading,Liverpool,3.0,1.0,H,2007-2008,2007
Middlesbrough,Arsenal,2.0,1.0,H,2007-2008,2007
Bolton Wanderers,Wigan Athletic,4.0,1.0,H,2007-2008,2007
Tottenham Hotspur,Manchester City,2.0,1.0,H,2007-2008,2007
Blackburn Rovers,West Ham United,0.0,1.0,A,2007-2008,2007
Birmingham City,Reading,1.0,1.0,D,2007-2008,2007
Derby County,Middlesbrough,0.0,1.0,A,2007-2008,2007
Manchester City,Bolton Wanderers,4.0,2.0,H,2007-2008,2007
Portsmouth,Tottenham Hotspur,0.0,1.0,A,2007-2008,2007
Sunderland,Aston Villa,1.0,1.0,D,2007-2008,2007
West Ham United,Everton,0.0,2.0,A,2007-2008,2007
Wigan Athletic,Blackburn Rovers,5.0,3.0,H,2007-2008,2007
Fulham,Newcastle United,0.0,1.0,A,2007-2008,2007
Liverpool,Manchester United,0.0,1.0,A,2007-2008,2007
Arsenal,Chelsea,1.0,0.0,H,2007-2008,2007
Arsenal,Tottenham Hotspur,2.0,1.0,H,2007-2008,2007
Aston Villa,Manchester City,1.0,1.0,D,2007-2008,2007
Bolton Wanderers,Birmingham City,3.0,0.0,H,2007-2008,2007
Fulham,Wigan Athletic,1.0,1.0,D,2007-2008,2007
Liverpool,Portsmouth,4.0,1.0,H,2007-2008,2007
Middlesbrough,West Ham United,1.0,2.0,A,2007-2008,2007
Reading,Sunderland,2.0,1.0,H,2007-2008,2007
Manchester United,Everton,2.0,1.0,H,2007-2008,2007
Newcastle United,Derby County,2.0,2.0,D,2007-2008,2007
Blackburn Rovers,Chelsea,0.0,1.0,A,2007-2008,2007
Chelsea,Aston Villa,4.0,4.0,D,2007-2008,2007
Tottenham Hotspur,Fulham,5.0,1.0,H,2007-2008,2007
West Ham United,Reading,1.0,1.0,D,2007-2008,2007
Birmingham City,Middlesbrough,3.0,0.0,H,2007-2008,2007
Derby County,Liverpool,1.0,2.0,A,2007-2008,2007
Everton,Bolton Wanderers,2.0,0.0,H,2007-2008,2007
Sunderland,Manchester United,0.0,4.0,A,2007-2008,2007
Wigan Athletic,Newcastle United,1.0,0.0,H,2007-2008,2007
Portsmouth,Arsenal,0.0,0.0,D,2007-2008,2007
Manchester City,Blackburn Rovers,2.0,2.0,D,2007-2008,2007
Birmingham City,Fulham,1.0,1.0,D,2007-2008,2007
Chelsea,Newcastle United,2.0,1.0,H,2007-2008,2007
Portsmouth,Middlesbrough,0.0,1.0,A,2007-2008,2007
Sunderland,Bolton Wanderers,3.0,1.0,H,2007-2008,2007
Tottenham Hotspur,Reading,6.0,4.0,H,2007-2008,2007
West Ham United,Manchester United,2.0,1.0,H,2007-2008,2007
Wigan Athletic,Aston Villa,1.0,2.0,A,2007-2008,2007
Everton,Arsenal,1.0,4.0,A,2007-2008,2007
Derby County,Blackburn Rovers,1.0,2.0,A,2007-2008,2007
Manchester City,Liverpool,0.0,0.0,D,2007-2008,2007
Fulham,Chelsea,1.0,2.0,A,2007-2008,2007
Arsenal,West Ham United,2.0,0.0,H,2007-2008,2007
Manchester United,Birmingham City,1.0,0.0,H,2007-2008,2007
Middlesbrough,Everton,0.0,2.0,A,2007-2008,2007
Reading,Portsmouth,0.0,2.0,A,2007-2008,2007
Aston Villa,Tottenham Hotspur,2.0,1.0,H,2007-2008,2007
Newcastle United,Manchester City,0.0,2.0,A,2007-2008,2007
Blackburn Rovers,Sunderland,1.0,0.0,H,2007-2008,2007
Bolton Wanderers,Derby County,1.0,0.0,H,2007-2008,2007
Liverpool,Wigan Athletic,1.0,1.0,D,2007-2008,2007
Arsenal,Birmingham City,1.0,1.0,D,2007-2008,2007
Aston Villa,Reading,3.0,1.0,H,2007-2008,2007
Chelsea,Tottenham Hotspur,2.0,0.0,H,2007-2008,2007
Derby County,Wigan Athletic,0.0,1.0,A,2007-2008,2007
Everton,Manchester City,1.0,0.0,H,2007-2008,2007
Middlesbrough,Liverpool,1.0,1.0,D,2007-2008,2007
West Ham United,Fulham,2.0,1.0,H,2007-2008,2007
Manchester United,Newcastle United,6.0,0.0,H,2007-2008,2007
Sunderland,Portsmouth,2.0,0.0,H,2007-2008,2007
Bolton Wanderers,Blackburn Rovers,1.0,2.0,A,2007-2008,2007
Birmingham City,Chelsea,0.0,1.0,A,2007-2008,2007
Blackburn Rovers,Middlesbrough,1.0,1.0,D,2007-2008,2007
Fulham,Arsenal,0.0,3.0,A,2007-2008,2007
Portsmouth,Derby County,3.0,1.0,H,2007-2008,2007
Reading,Manchester United,0.0,2.0,A,2007-2008,2007
Tottenham Hotspur,Sunderland,2.0,0.0,H,2007-2008,2007
Newcastle United,Bolton Wanderers,0.0,0.0,D,2007-2008,2007
Wigan Athletic,Everton,1.0,2.0,A,2007-2008,2007
Manchester City,West Ham United,1.0,1.0,D,2007-2008,2007
Liverpool,Aston Villa,2.0,2.0,D,2007-2008,2007
Aston Villa,Blackburn Rovers,1.0,1.0,D,2007-2008,2007
Arsenal,Newcastle United,3.0,0.0,H,2007-2008,2007
Bolton Wanderers,Fulham,0.0,0.0,D,2007-2008,2007
Middlesbrough,Wigan Athletic,1.0,0.0,H,2007-2008,2007
Sunderland,Birmingham City,2.0,0.0,H,2007-2008,2007
Chelsea,Reading,1.0,0.0,H,2007-2008,2007
Derby County,Manchester City,1.0,1.0,D,2007-2008,2007
West Ham United,Liverpool,1.0,0.0,H,2007-2008,2007
Everton,Tottenham Hotspur,0.0,0.0,D,2007-2008,2007
Manchester United,Portsmouth,2.0,0.0,H,2007-2008,2007
Manchester City,Arsenal,1.0,3.0,A,2007-2008,2007
Birmingham City,Derby County,1.0,1.0,D,2007-2008,2007
Blackburn Rovers,Everton,0.0,0.0,D,2007-2008,2007
Portsmouth,Chelsea,1.0,1.0,D,2007-2008,2007
Reading,Bolton Wanderers,0.0,2.0,A,2007-2008,2007
Tottenham Hotspur,Manchester United,1.0,1.0,D,2007-2008,2007
Wigan Athletic,West Ham United,1.0,0.0,H,2007-2008,2007
Liverpool,Sunderland,3.0,0.0,H,2007-2008,2007
Newcastle United,Middlesbrough,1.0,1.0,D,2007-2008,2007
Fulham,Aston Villa,2.0,1.0,H,2007-2008,2007
Aston Villa,Newcastle United,4.0,1.0,H,2007-2008,2007
Bolton Wanderers,Portsmouth,0.0,1.0,A,2007-2008,2007
Derby County,Tottenham Hotspur,0.0,3.0,A,2007-2008,2007
Everton,Reading,1.0,0.0,H,2007-2008,2007
Middlesbrough,Fulham,1.0,0.0,H,2007-2008,2007
Sunderland,Wigan Athletic,2.0,0.0,H,2007-2008,2007
West Ham United,Birmingham City,1.0,1.0,D,2007-2008,2007
Manchester United,Manchester City,1.0,2.0,A,2007-2008,2007
Chelsea,Liverpool,0.0,0.0,D,2007-2008,2007
Arsenal,Blackburn Rovers,2.0,0.0,H,2007-2008,2007
Birmingham City,Arsenal,2.0,2.0,D,2007-2008,2007
Fulham,West Ham United,0.0,1.0,A,2007-2008,2007
Liverpool,Middlesbrough,3.0,2.0,H,2007-2008,2007
Portsmouth,Sunderland,1.0,0.0,H,2007-2008,2007
Wigan Athletic,Derby County,2.0,0.0,H,2007-2008,2007
Newcastle United,Manchester United,1.0,5.0,A,2007-2008,2007
Reading,Aston Villa,1.0,2.0,A,2007-2008,2007
Blackburn Rovers,Bolton Wanderers,4.0,1.0,H,2007-2008,2007
Manchester City,Everton,0.0,2.0,A,2007-2008,2007
Arsenal,Aston Villa,1.0,1.0,D,2007-2008,2007
Birmingham City,Tottenham Hotspur,4.0,1.0,H,2007-2008,2007
Derby County,Sunderland,0.0,0.0,D,2007-2008,2007
Fulham,Manchester United,0.0,3.0,A,2007-2008,2007
Middlesbrough,Reading,0.0,1.0,A,2007-2008,2007
Newcastle United,Blackburn Rovers,0.0,1.0,A,2007-2008,2007
West Ham United,Chelsea,0.0,4.0,A,2007-2008,2007
Manchester City,Wigan Athletic,0.0,0.0,D,2007-2008,2007
Bolton Wanderers,Liverpool,1.0,3.0,A,2007-2008,2007
Everton,Portsmouth,3.0,1.0,H,2007-2008,2007
Liverpool,West Ham United,4.0,0.0,H,2007-2008,2007
Blackburn Rovers,Fulham,1.0,1.0,D,2007-2008,2007
Liverpool,Newcastle United,3.0,0.0,H,2007-2008,2007
Reading,Manchester City,2.0,0.0,H,2007-2008,2007
Sunderland,Everton,0.0,1.0,A,2007-2008,2007
Tottenham Hotspur,West Ham United,4.0,0.0,H,2007-2008,2007
Wigan Athletic,Arsenal,0.0,0.0,D,2007-2008,2007
Aston Villa,Middlesbrough,1.0,1.0,D,2007-2008,2007
Portsmouth,Birmingham City,4.0,2.0,H,2007-2008,2007
Chelsea,Derby County,6.0,1.0,H,2007-2008,2007
Derby County,Manchester United,0.0,1.0,A,2007-2008,2007
Liverpool,Reading,2.0,1.0,H,2007-2008,2007
Portsmouth,Aston Villa,2.0,0.0,H,2007-2008,2007
Sunderland,Chelsea,0.0,1.0,A,2007-2008,2007
West Ham United,Blackburn Rovers,2.0,1.0,H,2007-2008,2007
Arsenal,Middlesbrough,1.0,1.0,D,2007-2008,2007
Fulham,Everton,1.0,0.0,H,2007-2008,2007
Wigan Athletic,Bolton Wanderers,1.0,0.0,H,2007-2008,2007
Manchester City,Tottenham Hotspur,2.0,1.0,H,2007-2008,2007
Birmingham City,Newcastle United,1.0,1.0,D,2007-2008,2007
Manchester United,Bolton Wanderers,2.0,0.0,H,2007-2008,2007
Tottenham Hotspur,Chelsea,4.0,4.0,D,2007-2008,2007
Tottenham Hotspur,Portsmouth,2.0,0.0,H,2007-2008,2007
Aston Villa,Sunderland,0.0,1.0,A,2007-2008,2007
Blackburn Rovers,Wigan Athletic,3.0,1.0,H,2007-2008,2007
Bolton Wanderers,Manchester City,0.0,0.0,D,2007-2008,2007
Middlesbrough,Derby County,1.0,0.0,H,2007-2008,2007
Newcastle United,Fulham,2.0,0.0,H,2007-2008,2007
Reading,Birmingham City,2.0,1.0,H,2007-2008,2007
Everton,West Ham United,1.0,1.0,D,2007-2008,2007
Manchester United,Liverpool,3.0,0.0,H,2007-2008,2007
Chelsea,Arsenal,2.0,1.0,H,2007-2008,2007
Birmingham City,Manchester City,3.0,1.0,H,2007-2008,2007
Bolton Wanderers,Arsenal,2.0,3.0,A,2007-2008,2007
Derby County,Fulham,2.0,2.0,D,2007-2008,2007
Portsmouth,Wigan Athletic,2.0,0.0,H,2007-2008,2007
Reading,Blackburn Rovers,0.0,0.0,D,2007-2008,2007
Sunderland,West Ham United,2.0,1.0,H,2007-2008,2007
Manchester United,Aston Villa,4.0,0.0,H,2007-2008,2007
Chelsea,Middlesbrough,1.0,0.0,H,2007-2008,2007
Tottenham Hotspur,Newcastle United,1.0,4.0,A,2007-2008,2007
Liverpool,Everton,1.0,0.0,H,2007-2008,2007
Arsenal,Liverpool,1.0,1.0,D,2007-2008,2007
Aston Villa,Bolton Wanderers,4.0,0.0,H,2007-2008,2007
Blackburn Rovers,Tottenham Hotspur,1.0,1.0,D,2007-2008,2007
Fulham,Sunderland,1.0,3.0,A,2007-2008,2007
Manchester City,Chelsea,0.0,2.0,A,2007-2008,2007
Newcastle United,Reading,3.0,0.0,H,2007-2008,2007
Wigan Athletic,Birmingham City,2.0,0.0,H,2007-2008,2007
Middlesbrough,Manchester United,2.0,2.0,D,2007-2008,2007
Everton,Derby County,1.0,0.0,H,2007-2008,2007
West Ham United,Portsmouth,0.0,1.0,A,2007-2008,2007
Birmingham City,Everton,1.0,1.0,D,2007-2008,2007
Bolton Wanderers,West Ham United,1.0,0.0,H,2007-2008,2007
Derby County,Aston Villa,0.0,6.0,A,2007-2008,2007
Reading,Fulham,0.0,2.0,A,2007-2008,2007
Sunderland,Manchester City,1.0,2.0,A,2007-2008,2007
Tottenham Hotspur,Middlesbrough,1.0,1.0,D,2007-2008,2007
Portsmouth,Newcastle United,0.0,0.0,D,2007-2008,2007
Liverpool,Blackburn Rovers,3.0,1.0,H,2007-2008,2007
Manchester United,Arsenal,2.0,1.0,H,2007-2008,2007
Chelsea,Wigan Athletic,1.0,1.0,D,2007-2008,2007
Everton,Chelsea,0.0,1.0,A,2007-2008,2007
Arsenal,Reading,2.0,0.0,H,2007-2008,2007
Fulham,Liverpool,0.0,2.0,A,2007-2008,2007
Middlesbrough,Bolton Wanderers,0.0,1.0,A,2007-2008,2007
West Ham United,Derby County,2.0,1.0,H,2007-2008,2007
Wigan Athletic,Tottenham Hotspur,1.0,1.0,D,2007-2008,2007
Blackburn Rovers,Manchester United,1.0,1.0,D,2007-2008,2007
Aston Villa,Birmingham City,5.0,1.0,H,2007-2008,2007
Newcastle United,Sunderland,2.0,0.0,H,2007-2008,2007
Manchester City,Portsmouth,3.0,1.0,H,2007-2008,2007
Chelsea,Manchester United,2.0,1.0,H,2007-2008,2007
Birmingham City,Liverpool,2.0,2.0,D,2007-2008,2007
Manchester City,Fulham,2.0,3.0,A,2007-2008,2007
Sunderland,Middlesbrough,3.0,2.0,H,2007-2008,2007
Tottenham Hotspur,Bolton Wanderers,1.0,1.0,D,2007-2008,2007
West Ham United,Newcastle United,2.0,2.0,D,2007-2008,2007
Wigan Athletic,Reading,0.0,0.0,D,2007-2008,2007
Portsmouth,Blackburn Rovers,0.0,1.0,A,2007-2008,2007
Everton,Aston Villa,2.0,2.0,D,2007-2008,2007
Derby County,Arsenal,2.0,6.0,A,2007-2008,2007
Manchester United,West Ham United,4.0,1.0,H,2007-2008,2007
Aston Villa,Wigan Athletic,0.0,2.0,A,2007-2008,2007
Blackburn Rovers,Derby County,3.0,1.0,H,2007-2008,2007
Fulham,Birmingham City,2.0,0.0,H,2007-2008,2007
Middlesbrough,Portsmouth,2.0,0.0,H,2007-2008,2007
Reading,Tottenham Hotspur,0.0,1.0,A,2007-2008,2007
Bolton Wanderers,Sunderland,2.0,0.0,H,2007-2008,2007
Arsenal,Everton,1.0,0.0,H,2007-2008,2007
Liverpool,Manchester City,1.0,0.0,H,2007-2008,2007
Newcastle United,Chelsea,0.0,2.0,A,2007-2008,2007
Birmingham City,Blackburn Rovers,4.0,1.0,H,2007-2008,2007
Chelsea,Bolton Wanderers,1.0,1.0,D,2007-2008,2007
Derby County,Reading,0.0,4.0,A,2007-2008,2007
Everton,Newcastle United,3.0,1.0,H,2007-2008,2007
Middlesbrough,Manchester City,8.0,1.0,H,2007-2008,2007
Portsmouth,Fulham,0.0,1.0,A,2007-2008,2007
Sunderland,Arsenal,0.0,1.0,A,2007-2008,2007
Tottenham Hotspur,Liverpool,0.0,2.0,A,2007-2008,2007
West Ham United,Aston Villa,2.0,2.0,D,2007-2008,2007
Wigan Athletic,Manchester United,0.0,2.0,A,2007-2008,2007
Arsenal,West Bromwich Albion,1.0,0.0,H,2008-2009,2008
Bolton Wanderers,Stoke City,3.0,1.0,H,2008-2009,2008
Everton,Blackburn Rovers,2.0,3.0,A,2008-2009,2008
Hull City,Fulham,2.0,1.0,H,2008-2009,2008
Middlesbrough,Tottenham Hotspur,2.0,1.0,H,2008-2009,2008
West Ham United,Wigan Athletic,2.0,1.0,H,2008-2009,2008
Sunderland,Liverpool,0.0,1.0,A,2008-2009,2008
Chelsea,Portsmouth,4.0,0.0,H,2008-2009,2008
Aston Villa,Manchester City,4.0,2.0,H,2008-2009,2008
Manchester United,Newcastle United,1.0,1.0,D,2008-2009,2008
Blackburn Rovers,Hull City,1.0,1.0,D,2008-2009,2008
Liverpool,Middlesbrough,2.0,1.0,H,2008-2009,2008
Newcastle United,Bolton Wanderers,1.0,0.0,H,2008-2009,2008
Stoke City,Aston Villa,3.0,2.0,H,2008-2009,2008
Tottenham Hotspur,Sunderland,1.0,2.0,A,2008-2009,2008
West Bromwich Albion,Everton,1.0,2.0,A,2008-2009,2008
Fulham,Arsenal,1.0,0.0,H,2008-2009,2008
Wigan Athletic,Chelsea,0.0,1.0,A,2008-2009,2008
Manchester City,West Ham United,3.0,0.0,H,2008-2009,2008
Portsmouth,Manchester United,0.0,1.0,A,2008-2009,2008
Bolton Wanderers,West Bromwich Albion,0.0,0.0,D,2008-2009,2008
Everton,Portsmouth,0.0,3.0,A,2008-2009,2008
Hull City,Wigan Athletic,0.0,5.0,A,2008-2009,2008
Middlesbrough,Stoke City,2.0,1.0,H,2008-2009,2008
West Ham United,Blackburn Rovers,4.0,1.0,H,2008-2009,2008
Arsenal,Newcastle United,3.0,0.0,H,2008-2009,2008
Chelsea,Tottenham Hotspur,1.0,1.0,D,2008-2009,2008
Sunderland,Manchester City,0.0,3.0,A,2008-2009,2008
Aston Villa,Liverpool,0.0,0.0,D,2008-2009,2008
Liverpool,Manchester United,2.0,1.0,H,2008-2009,2008
Blackburn Rovers,Arsenal,0.0,4.0,A,2008-2009,2008
Fulham,Bolton Wanderers,2.0,1.0,H,2008-2009,2008
Newcastle United,Hull City,1.0,2.0,A,2008-2009,2008
Portsmouth,Middlesbrough,2.0,1.0,H,2008-2009,2008
West Bromwich Albion,West Ham United,3.0,2.0,H,2008-2009,2008
Wigan Athletic,Sunderland,1.0,1.0,D,2008-2009,2008
Manchester City,Chelsea,1.0,3.0,A,2008-2009,2008
Stoke City,Everton,2.0,3.0,A,2008-2009,2008
Tottenham Hotspur,Aston Villa,1.0,2.0,A,2008-2009,2008
Sunderland,Middlesbrough,2.0,0.0,H,2008-2009,2008
Blackburn Rovers,Fulham,1.0,0.0,H,2008-2009,2008
Liverpool,Stoke City,0.0,0.0,D,2008-2009,2008
West Ham United,Newcastle United,3.0,1.0,H,2008-2009,2008
Bolton Wanderers,Arsenal,1.0,3.0,A,2008-2009,2008
West Bromwich Albion,Aston Villa,1.0,2.0,A,2008-2009,2008
Chelsea,Manchester United,1.0,1.0,D,2008-2009,2008
Hull City,Everton,2.0,2.0,D,2008-2009,2008
Manchester City,Portsmouth,6.0,0.0,H,2008-2009,2008
Tottenham Hotspur,Wigan Athletic,0.0,0.0,D,2008-2009,2008
Everton,Liverpool,0.0,2.0,A,2008-2009,2008
Aston Villa,Sunderland,2.0,1.0,H,2008-2009,2008
Fulham,West Ham United,1.0,2.0,A,2008-2009,2008
Manchester United,Bolton Wanderers,2.0,0.0,H,2008-2009,2008
Middlesbrough,West Bromwich Albion,0.0,1.0,A,2008-2009,2008
Newcastle United,Blackburn Rovers,1.0,2.0,A,2008-2009,2008
Stoke City,Chelsea,0.0,2.0,A,2008-2009,2008
Arsenal,Hull City,1.0,2.0,A,2008-2009,2008
Portsmouth,Tottenham Hotspur,2.0,0.0,H,2008-2009,2008
Wigan Athletic,Manchester City,2.0,1.0,H,2008-2009,2008
Sunderland,Arsenal,1.0,1.0,D,2008-2009,2008
West Bromwich Albion,Fulham,1.0,0.0,H,2008-2009,2008
Wigan Athletic,Middlesbrough,0.0,1.0,A,2008-2009,2008
Blackburn Rovers,Manchester United,0.0,2.0,A,2008-2009,2008
West Ham United,Bolton Wanderers,1.0,3.0,A,2008-2009,2008
Chelsea,Aston Villa,2.0,0.0,H,2008-2009,2008
Manchester City,Liverpool,2.0,3.0,A,2008-2009,2008
Portsmouth,Stoke City,2.0,1.0,H,2008-2009,2008
Tottenham Hotspur,Hull City,0.0,1.0,A,2008-2009,2008
Everton,Newcastle United,2.0,2.0,D,2008-2009,2008
Middlesbrough,Chelsea,0.0,5.0,A,2008-2009,2008
Arsenal,Everton,3.0,1.0,H,2008-2009,2008
Aston Villa,Portsmouth,0.0,0.0,D,2008-2009,2008
Bolton Wanderers,Blackburn Rovers,0.0,0.0,D,2008-2009,2008
Fulham,Sunderland,0.0,0.0,D,2008-2009,2008
Liverpool,Wigan Athletic,3.0,2.0,H,2008-2009,2008
Manchester United,West Bromwich Albion,4.0,0.0,H,2008-2009,2008
Hull City,West Ham United,1.0,0.0,H,2008-2009,2008
Stoke City,Tottenham Hotspur,2.0,1.0,H,2008-2009,2008
Newcastle United,Manchester City,2.0,2.0,D,2008-2009,2008
Everton,Manchester United,1.0,1.0,D,2008-2009,2008
Sunderland,Newcastle United,2.0,1.0,H,2008-2009,2008
West Bromwich Albion,Hull City,0.0,3.0,A,2008-2009,2008
Blackburn Rovers,Middlesbrough,1.0,1.0,D,2008-2009,2008
Chelsea,Liverpool,0.0,1.0,A,2008-2009,2008
Manchester City,Stoke City,3.0,0.0,H,2008-2009,2008
Tottenham Hotspur,Bolton Wanderers,2.0,0.0,H,2008-2009,2008
Wigan Athletic,Aston Villa,0.0,4.0,A,2008-2009,2008
West Ham United,Arsenal,0.0,2.0,A,2008-2009,2008
Portsmouth,Fulham,1.0,1.0,D,2008-2009,2008
Newcastle United,West Bromwich Albion,2.0,1.0,H,2008-2009,2008
Aston Villa,Blackburn Rovers,3.0,2.0,H,2008-2009,2008
Fulham,Wigan Athletic,2.0,0.0,H,2008-2009,2008
Hull City,Chelsea,0.0,3.0,A,2008-2009,2008
